,date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied
233,2020-12-06,NH,33,24771,564,1857,1857,1857,67.02,67.02,67.02,2771,2771,2771,204,203,204,7.34,7.34,7.34,2771,2771,2771,170,169,171,60.28,60.28,60.28,282,282,282
234,2020-12-06,NJ,34,369852,17321,14429,14429,14429,74.51,74.51,74.51,19366,19366,19366,3455,3455,3455,17.84,17.84,17.84,19366,19366,19366,1569,1569,1569,67.37,67.37,67.37,2329,2329,2329
235,2020-12-06,NM,35,108088,1749,2777,2757,2797,73.68,71.94,75.42,3769,3742,3796,864,852,875,22.91,21.5,24.32,3769,3742,3796,422,419,426,103.55,100.85,106.25,408,404,412
236,2020-12-06,NY,36,710612,34552,33514,33514,33514,71.34,71.34,71.34,46976,46976,46976,5421,5421,5421,11.54,11.54,11.54,46976,46976,46976,3440,3440,3440,57.49,57.49,57.49,5984,5984,5984
237,2020-12-06,NC,37,395020,5578,15712,15712,15712,73.91,73.91,73.91,21257,21257,21257,2522,2391,2654,12.36,12.36,12.36,21257,21257,21257,1946,1946,1946,80.18,80.18,80.18,2427,2427,2427
238,2020-12-06,ND,38,82987,1019,1480,1472,1488,73.3,72.05,74.55,2019,2009,2029,377,377,377,18.67,18.23,19.12,2019,2009,2029,140,140,140,95.24,95.24,95.24,147,147,147
239,2020-12-06,OH,39,475024,6960,19933,19925,19941,67.98,67.98,67.98,29324,29324,29324,5367,5337,5396,18.34,18.34,18.34,29324,29324,29324,3146,3146,3147,77.6,77.6,77.6,4055,4055,4055
240,2020-12-06,OK,40,216486,1896,6184,6172,6197,66.74,66.4,67.09,9266,9262,9270,1601,1599,1603,17.54,17.42,17.66,9266,9262,9270,951,951,951,89.55,89.55,89.55,1062,1062,1062
241,2020-12-06,OR,41,84496,1033,4595,4595,4595,72.39,72.39,72.39,6348,6348,6348,676,675,677,10.65,10.65,10.65,6348,6348,6348,499,499,499,65.14,65.14,65.14,766,766,766
242,2020-12-06,PA,42,423828,11389,23872,23869,23876,73.8,73.62,73.98,32347,32313,32381,6175,6164,6186,19.29,19.11,19.47,32347,32313,32381,3242,3242,3243,79.67,79.61,79.73,4070,4069,4071
243,2020-12-06,RI,44,62137,1413,1726,1478,1974,84.2,84.2,84.2,2050,1797,2303,448,448,448,21.85,21.85,21.85,2050,1797,2303,144,144,144,86.23,86.23,86.23,167,167,167
244,2020-12-06,SC,45,232099,4566,7455,7455,7455,77.25,77.25,77.25,9651,9651,9651,1058,1058,1058,10.96,10.96,10.96,9651,9651,9651,991,991,991,78.34,78.34,78.34,1265,1265,1265
245,2020-12-06,SD,46,85991,1110,1393,1387,1399,59.15,59.15,59.15,2355,2355,2355,462,462,462,19.62,19.62,19.62,2355,2355,2355,163,163,163,70.77,70.77,70.77,230,227,234
246,2020-12-06,TN,47,391393,4888,11920,11920,11920,72.55,72.55,72.55,16431,16431,16431,2656,2656,2656,16.66,16.66,16.66,16431,16431,16431,1826,1826,1826,83.99,83.99,83.99,2174,2174,2174
247,2020-12-06,TX,48,1346699,23187,45498,45340,45657,72.24,71.8,72.69,63164,63099,63230,9227,9217,9237,14.64,14.53,14.76,63164,63099,63230,6310,6254,6365,87.95,85.87,90.03,7181,7128,7234
248,2020-12-06,UT,49,215407,939,2850,2846,2853,54.66,54.66,54.66,5213,5213,5213,577,577,577,11.07,11.07,11.07,5213,5213,5213,462,462,462,73.8,73.8,73.8,626,626,626
249,2020-12-06,VT,50,5015,79,626,626,626,53.37,53.37,53.37,1173,1173,1173,24,24,24,2.05,2.05,2.05,1173,1173,1173,57,57,57,54.81,54.81,54.81,104,104,104
250,2020-12-06,VA,51,255053,4200,11010,11010,11010,64.54,64.54,64.54,17058,17058,17058,1818,1816,1819,10.65,10.65,10.65,17058,17058,17058,1357,1357,1357,66.68,66.68,66.68,2035,2035,2035
251,2020-12-06,WA,53,185505,3065,8209,8190,8228,65.51,65.51,65.51,12530,12530,12530,1095,1094,1096,8.74,8.74,8.74,12530,12530,12530,901,901,901,69.41,69.41,69.41,1298,1298,1298
252,2020-12-06,WV,54,54997,838,3624,3624,3624,71.88,71.88,71.88,5042,5042,5042,647,647,647,12.83,12.83,12.83,5042,5042,5042,484,484,484,79.34,79.34,79.34,610,610,610
