,date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied
1306,2020-12-27,NM,35,137968,2348,2519,2519,2519,68.03,68.03,68.03,3703,3703,3703,741,741,741,20.01,20.01,20.01,3703,3703,3703,406,406,406,98.31,98.31,98.31,413,413,413
1307,2020-12-27,NY,36,928376,37000,32054,31904,32204,63.72,62.77,64.66,50308,50126,50490,8404,8381,8427,16.71,16.34,17.07,50308,50126,50490,3489,3467,3511,60.38,59.24,61.53,5778,5755,5801
1308,2020-12-27,NC,37,517449,6592,15350,15344,15355,72.12,72.03,72.21,21284,21276,21292,3370,3283,3456,15.93,13.89,17.97,21284,21276,21292,2003,2001,2004,81.21,80.98,81.44,2466,2463,2469
1309,2020-12-27,ND,38,91472,1273,1310,1307,1313,65.12,64.47,65.76,2012,2005,2019,225,225,225,11.18,10.94,11.42,2012,2005,2019,109,109,109,54.5,54.5,54.5,200,200,200
1310,2020-12-27,OH,39,670525,8509,17831,17819,17844,62.86,62.86,62.86,28366,28366,28366,4712,4693,4731,16.61,16.61,16.61,28366,28366,28366,2966,2965,2968,71.71,71.71,71.71,4137,4137,4137
1311,2020-12-27,OK,40,279139,2370,6190,6178,6202,65.28,64.83,65.73,9483,9464,9502,1913,1909,1917,20.51,20.26,20.76,9483,9464,9502,907,907,907,85.49,85.49,85.49,1061,1061,1061
1312,2020-12-27,OR,41,109734,1436,4254,4225,4282,65.96,64.33,67.58,6449,6401,6497,564,557,572,8.75,7.85,9.65,6449,6401,6497,486,482,491,64.87,62.9,66.84,750,743,757
1313,2020-12-27,PA,42,614303,15040,22763,22755,22770,72.13,71.94,72.32,31558,31525,31591,6581,6581,6581,21.09,20.99,21.18,31558,31525,31591,3043,3042,3044,77.67,77.61,77.73,3918,3917,3919
1314,2020-12-27,RI,44,82066,1704,1988,1988,1988,88.95,88.95,88.95,2235,2235,2235,459,459,459,20.54,20.54,20.54,2235,2235,2235,146,146,146,90.12,90.12,90.12,162,162,162
1315,2020-12-27,SC,45,296179,5155,7190,7186,7195,75.22,75.22,75.22,9559,9559,9559,1897,1897,1897,19.85,19.85,19.85,9559,9559,9559,995,995,995,79.16,79.16,79.16,1257,1257,1257
1316,2020-12-27,SD,46,97390,1446,1254,1246,1261,53.55,53.55,53.55,2341,2341,2341,283,283,283,12.09,12.09,12.09,2341,2341,2341,128,128,128,54.7,54.7,54.7,234,234,234
1317,2020-12-27,TN,47,549299,6451,11383,11383,11383,69.7,69.7,69.7,16331,16331,16331,3078,3064,3092,19.43,19.43,19.43,16331,16331,16331,1742,1742,1742,81.14,81.14,81.14,2147,2147,2147
1318,2020-12-27,TX,48,1691515,27110,40842,40823,40861,68.4,68.25,68.56,59706,59657,59756,11816,11815,11818,19.85,19.77,19.92,59706,59657,59756,6502,6463,6541,88.44,86.94,89.93,7352,7313,7391
1319,2020-12-27,UT,49,264874,1214,2442,2438,2447,46.82,46.82,46.82,5217,5217,5217,541,541,541,10.37,10.37,10.37,5217,5217,5217,385,385,385,61.6,61.6,61.6,625,625,625
1320,2020-12-27,VT,50,7029,127,632,632,632,53.88,53.88,53.88,1173,1173,1173,35,35,35,2.98,2.98,2.98,1173,1173,1173,61,60,62,58.65,58.65,58.65,104,104,104
1321,2020-12-27,VA,51,333576,4854,10571,10571,10571,64.3,64.3,64.3,16441,16441,16441,2418,2418,2418,14.71,14.71,14.71,16441,16441,16441,1383,1383,1383,69.85,69.85,69.85,1980,1966,1994
1322,2020-12-27,WA,53,241036,3283,7871,7871,7871,64.32,64.32,64.32,12238,12238,12238,1163,1163,1163,9.5,9.5,9.5,12238,12238,12238,919,919,919,69.2,69.2,69.2,1328,1328,1328
1323,2020-12-27,WV,54,80710,1254,3385,3385,3385,67.26,67.26,67.26,5033,5033,5033,766,766,766,15.22,15.22,15.22,5033,5033,5033,503,503,503,82.73,82.73,82.73,608,608,608
1324,2020-12-27,WI,55,508580,5042,6950,6948,6952,55.52,55.46,55.58,12518,12513,12523,1219,1218,1220,9.95,9.92,9.99,12518,12513,12523,885,885,885,54.76,54.76,54.76,1616,1616,1616
1325,2020-12-27,WY,56,43200,373,496,476,515,34.85,29.7,39.99,1422,1393,1451,122,112,131,8.61,3.95,13.28,1422,1393,1451,54,52,57,43.95,36.23,51.68,124,121,127
1326,2020-12-28,AL,1,347897,4712,10261,10261,10261,72.89,72.89,72.89,14078,14078,14078,2872,2868,2875,20.4,20.4,20.4,14078,14078,14078,1325,1325,1325,91.76,91.76,91.76,1444,1444,1444
1327,2020-12-28,AK,2,45674,192,731,731,731,51.15,51.15,51.15,1429,1429,1429,80,80,80,5.6,5.6,5.6,1429,1429,1429,79,79,79,63.2,63.2,63.2,125,125,125
1328,2020-12-28,AZ,4,504616,8469,10719,10712,10726,76.76,76.76,76.76,13965,13965,13965,4477,4477,4477,32.11,32.11,32.11,13965,13965,13965,1642,1642,1642,76.51,76.51,76.51,2146,2146,2146
1329,2020-12-28,AR,5,216528,3537,5088,5072,5103,68.51,67.9,69.13,7426,7410,7442,1166,1158,1173,15.7,15.14,16.25,7426,7410,7442,761,761,761,75.42,75.42,75.42,1009,1009,1009
1330,2020-12-28,CA,6,2208953,24529,49786,49698,49873,78.3,77.87,78.73,63582,63474,63690,20956,20928,20985,32.96,32.71,33.21,63582,63474,63690,7142,7132,7152,86.81,86.44,87.18,8228,8216,8239
1331,2020-12-28,CO,8,328249,4699,5959,5950,5968,58.53,58.53,58.53,10181,10181,10181,1222,1222,1222,12.0,12.0,12.0,10181,10181,10181,871,870,872,64.66,64.51,64.81,1347,1347,1347
1332,2020-12-28,CT,9,181200,5904,5664,5664,5664,72.97,72.97,72.97,7762,7762,7762,1382,1382,1382,17.8,17.8,17.8,7762,7762,7762,643,643,643,59.87,59.87,59.87,1074,1074,1074
1333,2020-12-28,DE,10,55488,898,1693,1693,1693,67.34,67.34,67.34,2514,2514,2514,485,485,485,19.29,19.29,19.29,2514,2514,2514,153,153,153,79.69,79.69,79.69,192,192,192
1334,2020-12-28,DC,11,28342,771,2144,2144,2144,75.71,75.71,75.71,2832,2832,2832,310,310,310,10.95,10.95,10.95,2832,2832,2832,253,253,253,84.33,84.33,84.33,300,300,300
1335,2020-12-28,FL,12,1280169,21307,38633,38633,38633,75.28,75.28,75.28,51320,51320,51320,6718,6717,6719,13.33,13.33,13.33,51320,51320,51320,4962,4962,4962,79.08,79.08,79.08,6275,6275,6275
1336,2020-12-28,GA,13,614716,10363,15424,15350,15497,81.46,81.46,81.46,18933,18933,18933,4696,4696,4697,24.81,24.81,24.81,18933,18933,18933,2387,2387,2387,89.74,89.74,89.74,2660,2660,2660
1337,2020-12-28,HI,15,21109,283,1668,1666,1670,67.53,67.53,67.53,2470,2470,2470,100,100,100,4.05,4.05,4.05,2470,2470,2470,128,128,128,60.38,60.38,60.38,212,212,212
1338,2020-12-28,ID,16,137449,1381,1675,1675,1675,54.65,54.65,54.65,3065,3065,3065,360,360,360,11.75,11.75,11.75,3065,3065,3065,186,186,186,62.84,62.84,62.84,296,296,296
1339,2020-12-28,IL,17,944402,17476,18669,18669,18669,64.17,64.17,64.17,29095,29095,29095,4264,4263,4265,14.66,14.66,14.66,29095,29095,29095,2252,2252,2252,64.0,64.0,64.0,3518,3511,3526
1340,2020-12-28,IN,18,499256,7886,10128,10120,10136,62.48,62.48,62.48,16211,16211,16211,2912,2910,2913,17.96,17.96,17.96,16211,16211,16211,1580,1580,1580,74.78,74.78,74.78,2113,2113,2113
1341,2020-12-28,IA,19,276649,3745,4426,4426,4426,57.26,57.26,57.26,7730,7730,7730,614,613,616,8.06,8.06,8.06,7730,7730,7730,460,459,460,66.59,66.25,66.94,690,689,691
1342,2020-12-28,KS,20,219095,2548,4261,4258,4264,54.82,54.64,54.99,7773,7766,7780,1004,1003,1006,12.92,12.79,13.06,7773,7766,7780,605,605,605,75.53,75.53,75.53,801,801,801
1343,2020-12-28,KY,21,261009,2871,6848,6848,6848,55.8,55.8,55.8,12273,12273,12273,1660,1659,1662,13.53,13.53,13.53,12273,12273,12273,1123,1122,1124,63.84,63.84,63.84,1759,1759,1759
1344,2020-12-28,LA,22,300539,7336,8303,8297,8310,66.37,66.37,66.37,12511,12511,12511,1503,1498,1508,12.01,12.01,12.01,12511,12511,12511,1346,1346,1347,75.9,75.9,75.9,1774,1774,1774
1345,2020-12-28,ME,23,22319,326,1825,1825,1825,64.79,64.79,64.79,2817,2817,2817,236,236,236,8.38,8.38,8.38,2817,2817,2817,211,211,211,65.12,64.83,65.41,324,324,324
1346,2020-12-28,MD,24,269442,5740,7543,7364,7722,79.21,79.21,79.21,9523,9303,9743,2029,1982,2076,21.31,21.31,21.31,9523,9303,9743,1035,1019,1051,80.51,80.51,80.51,1286,1262,1309
1347,2020-12-28,MA,25,356934,12158,11105,11105,11105,74.86,74.86,74.86,14834,14834,14834,2052,2052,2052,13.83,13.83,13.83,14834,14834,14834,1078,1078,1078,74.14,74.14,74.14,1454,1454,1454
1348,2020-12-28,MI,26,519291,12744,13655,13645,13665,67.39,67.23,67.55,20263,20249,20277,2755,2751,2759,13.6,13.48,13.71,20263,20249,20277,1943,1941,1945,74.53,74.24,74.82,2607,2604,2610
1349,2020-12-28,MN,27,410197,5219,6396,6395,6398,68.09,68.02,68.16,9394,9390,9398,1109,1108,1110,11.81,11.76,11.85,9394,9390,9398,676,676,676,73.08,73.08,73.08,925,925,925
1350,2020-12-28,MS,28,208089,4634,4963,4963,4963,62.7,62.7,62.7,7915,7915,7915,1398,1398,1398,17.66,17.66,17.66,7915,7915,7915,697,697,697,82.19,82.19,82.19,848,848,848
1351,2020-12-28,MO,29,407193,5668,10469,10469,10469,70.29,70.29,70.29,14894,14894,14894,2700,2698,2702,18.13,18.13,18.13,14894,14894,14894,1500,1500,1500,82.74,82.74,82.74,1813,1813,1813
1352,2020-12-28,MT,30,80080,927,1674,1673,1676,59.34,59.34,59.34,2822,2822,2822,228,226,231,8.1,8.1,8.1,2822,2822,2822,145,145,145,63.04,63.04,63.04,230,230,230
1353,2020-12-28,NE,31,163903,1625,2970,2970,2970,62.2,62.2,62.2,4775,4775,4775,560,560,560,11.93,11.93,11.93,4775,4775,4775,363,363,363,65.41,65.41,65.41,555,555,555
1354,2020-12-28,NV,32,218666,2973,5688,5688,5688,77.08,77.08,77.08,7379,7379,7379,1889,1889,1889,26.15,26.15,26.15,7379,7379,7379,812,812,812,86.2,86.2,86.2,942,942,942
1355,2020-12-28,NH,33,41670,715,1827,1827,1827,65.93,65.93,65.93,2771,2771,2771,304,304,304,10.97,10.97,10.97,2771,2771,2771,166,166,166,58.66,58.66,58.66,283,283,283
1356,2020-12-28,NJ,34,465910,18651,14058,14058,14058,71.49,71.49,71.49,19665,19665,19665,3882,3882,3882,19.74,19.74,19.74,19665,19665,19665,1643,1643,1643,67.86,67.86,67.86,2421,2421,2421
1357,2020-12-28,NM,35,138659,2384,2585,2584,2586,69.88,69.88,69.88,3699,3699,3699,729,728,730,19.71,19.71,19.71,3699,3699,3699,406,406,406,98.07,98.07,98.07,414,414,414
1358,2020-12-28,NY,36,938710,37118,33685,33529,33841,66.95,65.97,67.92,50317,50127,50507,8718,8694,8742,17.33,16.94,17.71,50317,50127,50507,3505,3483,3527,60.81,59.61,62.01,5764,5739,5789
1359,2020-12-28,NC,37,521990,6601,16082,16082,16082,75.09,75.09,75.09,21416,21416,21416,3607,3524,3690,16.95,16.95,16.95,21416,21416,21416,2052,2052,2052,83.18,83.18,83.18,2467,2467,2467
1360,2020-12-28,ND,38,91565,1277,1368,1367,1369,66.83,66.4,67.26,2047,2042,2052,234,234,234,11.43,11.27,11.6,2047,2042,2052,110,110,110,53.92,53.92,53.92,204,204,204
1361,2020-12-28,OH,39,675044,8571,18877,18859,18896,66.66,66.47,66.86,28318,28299,28337,4851,4833,4869,17.13,16.82,17.44,28318,28299,28337,2975,2975,2975,72.26,72.26,72.26,4117,4117,4117
1362,2020-12-28,OK,40,282587,2383,6499,6485,6513,68.01,67.64,68.37,9556,9552,9560,1994,1994,1994,21.21,21.21,21.21,9556,9552,9560,936,936,936,87.48,87.48,87.48,1070,1070,1070
1363,2020-12-28,OR,41,110303,1438,4409,4403,4415,68.11,68.11,68.11,6473,6473,6473,598,598,598,9.24,9.24,9.24,6473,6473,6473,498,498,498,64.18,64.18,64.18,776,775,777
1364,2020-12-28,PA,42,619425,15114,23704,23704,23704,74.7,74.7,74.7,31733,31733,31733,6686,6686,6686,21.3,21.3,21.3,31733,31733,31733,3104,3102,3105,79.45,79.45,79.45,3906,3906,3906
1365,2020-12-28,RI,44,85602,1742,1988,1988,1988,87.65,87.65,87.65,2268,2268,2268,440,438,443,19.42,19.42,19.42,2268,2268,2268,143,143,143,92.26,92.26,92.26,155,155,155
1366,2020-12-28,SC,45,298050,5173,7562,7562,7562,79.6,79.6,79.6,9500,9500,9500,1857,1857,1857,19.55,19.55,19.55,9500,9500,9500,1016,1016,1016,81.15,81.15,81.15,1252,1252,1252
1367,2020-12-28,SD,46,97658,1446,1316,1309,1323,56.16,56.16,56.16,2344,2344,2344,290,290,290,12.37,12.37,12.37,2344,2344,2344,139,139,139,58.9,58.9,58.9,236,236,236
1368,2020-12-28,TN,47,552794,6524,11933,11933,11933,72.38,72.38,72.38,16487,16487,16487,3201,3201,3201,20.01,20.01,20.01,16487,16487,16487,1810,1810,1810,83.91,83.91,83.91,2157,2157,2157
1369,2020-12-28,TX,48,1711986,27245,42493,42452,42535,70.94,70.73,71.15,59901,59856,59946,12157,12130,12184,20.35,20.14,20.56,59901,59856,59946,6592,6527,6656,89.67,87.18,92.17,7350,7286,7415
1370,2020-12-28,UT,49,266590,1223,2577,2573,2581,49.39,49.39,49.39,5218,5218,5218,553,553,553,10.6,10.6,10.6,5218,5218,5218,396,396,396,63.36,63.36,63.36,625,625,625
1371,2020-12-28,VT,50,7120,129,664,664,664,56.61,56.61,56.61,1173,1173,1173,25,25,25,2.13,2.13,2.13,1173,1173,1173,59,59,59,56.73,56.73,56.73,104,104,104
1372,2020-12-28,VA,51,336175,4861,11158,11158,11158,67.92,67.92,67.92,16428,16428,16428,2512,2512,2512,15.29,15.29,15.29,16428,16428,16428,1406,1406,1406,71.95,71.95,71.95,1954,1954,1954
1373,2020-12-28,WA,53,243547,3300,8031,8031,8031,65.54,65.54,65.54,12253,12253,12253,1170,1170,1170,9.55,9.55,9.55,12253,12253,12253,922,922,922,70.06,70.06,70.06,1316,1316,1316
1374,2020-12-28,WV,54,81436,1263,3617,3617,3617,71.67,71.67,71.67,5047,5047,5047,807,807,807,15.99,15.99,15.99,5047,5047,5047,514,514,514,84.54,84.54,84.54,608,608,608
1375,2020-12-28,WI,55,510137,5065,7350,7349,7351,58.93,58.93,58.93,12473,12473,12473,1228,1227,1230,10.07,10.07,10.07,12473,12473,12473,900,900,900,55.83,55.83,55.83,1612,1612,1612
1376,2020-12-28,WY,56,43704,405,519,519,519,36.58,36.58,36.58,1419,1419,1419,128,128,128,9.1,9.1,9.1,1419,1419,1419,53,53,53,41.73,41.73,41.73,127,127,127
1377,2020-12-29,AL,1,351804,4737,10994,10994,10994,77.85,77.85,77.85,14122,14122,14122,2932,2931,2934,20.77,20.77,20.77,14122,14122,14122,1344,1331,1356,92.85,92.85,92.85,1447,1447,1447
1378,2020-12-29,AK,2,45856,193,777,777,777,53.81,53.81,53.81,1444,1444,1444,80,80,80,5.54,5.54,5.54,1444,1444,1444,89,89,89,70.63,70.63,70.63,126,126,126
1379,2020-12-29,AZ,4,510548,8647,11099,11099,11099,78.69,78.69,78.69,14105,14105,14105,4546,4546,4546,32.28,32.28,32.28,14105,14105,14105,1638,1638,1638,76.12,76.12,76.12,2152,2152,2152
1380,2020-12-29,AR,5,219246,3603,5498,5490,5506,72.82,72.46,73.19,7550,7538,7562,1227,1223,1230,16.25,15.98,16.52,7550,7538,7562,774,774,774,75.22,75.22,75.22,1029,1029,1029
1381,2020-12-29,CA,6,2243119,24954,51192,51092,51291,79.62,79.0,80.24,64296,64111,64481,21158,21134,21181,32.91,32.55,33.26,64296,64111,64481,7270,7259,7280,87.75,87.33,88.17,8284,8270,8298
1382,2020-12-29,CO,8,330118,4758,6477,6477,6477,63.55,63.55,63.55,10192,10173,10211,1241,1241,1241,12.18,12.18,12.18,10192,10173,10211,905,905,905,67.14,67.14,67.14,1348,1348,1348
1383,2020-12-29,CT,9,181967,5924,5910,5910,5910,76.05,76.05,76.05,7771,7771,7771,1366,1366,1366,17.58,17.58,17.58,7771,7771,7771,665,665,665,61.92,61.92,61.92,1074,1074,1074
1384,2020-12-29,DE,10,56189,898,1799,1799,1799,70.88,70.88,70.88,2538,2538,2538,482,482,482,18.99,18.99,18.99,2538,2538,2538,148,148,148,77.08,77.08,77.08,192,192,192
1385,2020-12-29,DC,11,28535,775,2292,2292,2292,80.85,80.85,80.85,2835,2835,2835,301,301,301,10.62,10.62,10.62,2835,2835,2835,268,268,268,80.72,80.72,80.72,332,332,332
1386,2020-12-29,FL,12,1292244,21408,41113,41113,41113,79.35,79.35,79.35,51814,51814,51814,6856,6856,6856,13.48,13.48,13.48,51814,51814,51814,5182,5180,5185,81.96,81.96,81.96,6323,6323,6323
1387,2020-12-29,GA,13,623901,10439,16538,16520,16555,86.95,86.95,86.95,19019,19019,19019,4763,4763,4763,25.04,25.04,25.04,19019,19019,19019,2412,2412,2412,91.05,91.05,91.05,2649,2649,2649
1388,2020-12-29,HI,15,21180,283,1691,1682,1700,68.24,67.06,69.42,2478,2467,2489,106,106,106,4.28,4.09,4.47,2478,2467,2489,141,141,141,65.28,65.28,65.28,216,216,216
1389,2020-12-29,ID,16,138909,1396,1812,1812,1812,58.36,58.36,58.36,3105,3105,3105,340,340,340,10.95,10.95,10.95,3105,3105,3105,209,209,209,70.61,70.61,70.61,296,296,296
1390,2020-12-29,IL,17,950122,17606,19671,19664,19678,67.67,67.56,67.78,29069,29052,29086,4297,4294,4299,14.78,14.72,14.85,29069,29052,29086,2359,2355,2363,67.13,66.86,67.4,3514,3512,3516
1391,2020-12-29,IN,18,503242,8051,10868,10865,10871,66.16,66.16,66.16,16426,16426,16426,2917,2917,2917,17.76,17.76,17.76,16426,16426,16426,1704,1687,1720,79.45,79.45,79.45,2144,2144,2144
1392,2020-12-29,IA,19,278310,3812,4768,4768,4768,61.63,61.63,61.63,7737,7737,7737,609,609,609,7.98,7.98,7.98,7737,7737,7737,479,479,479,69.62,69.62,69.62,688,688,688
1393,2020-12-29,KS,20,219415,2548,4604,4600,4608,59.0,58.79,59.22,7803,7795,7811,1001,999,1003,12.83,12.67,12.98,7803,7795,7811,651,651,651,80.97,80.97,80.97,804,804,804
1394,2020-12-29,KY,21,264150,2903,7254,7254,7254,59.11,59.11,59.11,12272,12272,12272,1704,1680,1728,13.89,13.89,13.89,12272,12272,12272,1162,1160,1163,66.03,66.03,66.03,1759,1759,1759
1395,2020-12-29,LA,22,304485,7397,8852,8852,8852,70.39,70.39,70.39,12576,12576,12576,1538,1534,1543,12.23,12.23,12.23,12576,12576,12576,1406,1406,1406,78.9,78.9,78.9,1782,1782,1782
1396,2020-12-29,ME,23,22909,333,1941,1939,1943,68.27,67.59,68.96,2843,2832,2854,226,226,226,7.95,7.73,8.17,2843,2832,2854,240,240,240,74.77,74.02,75.51,321,320,322
1397,2020-12-29,MD,24,271267,5803,8027,7848,8206,83.93,83.93,83.93,9564,9344,9784,2092,2045,2139,21.87,21.87,21.87,9564,9344,9784,1066,1050,1082,79.97,79.97,79.97,1333,1310,1356
1398,2020-12-29,MA,25,361079,12218,11695,11694,11696,77.89,77.89,77.89,15014,15014,15014,2051,2051,2051,13.66,13.66,13.66,15014,15014,15014,1119,1118,1120,76.28,76.28,76.28,1467,1467,1467
1399,2020-12-29,MI,26,523085,12956,15007,14995,15019,73.5,73.23,73.76,20419,20392,20446,2856,2851,2860,13.98,13.82,14.15,20419,20392,20446,2018,2016,2021,76.52,76.11,76.93,2638,2633,2643
1400,2020-12-29,MN,27,411169,5255,6959,6959,6959,72.41,72.41,72.41,9611,9611,9611,1074,1073,1075,11.17,11.17,11.17,9611,9611,9611,706,705,707,75.35,75.35,75.35,937,937,937
1401,2020-12-29,MS,28,210032,4719,5201,5117,5285,64.75,61.47,68.04,8032,7932,8132,1443,1432,1454,17.97,16.73,19.2,8032,7932,8132,703,692,714,82.42,78.31,86.52,853,839,867
1402,2020-12-29,MO,29,410334,5766,11273,11273,11273,74.33,74.33,74.33,15166,15166,15166,2704,2702,2706,17.83,17.83,17.83,15166,15166,15166,1524,1524,1524,83.74,83.74,83.74,1820,1820,1820
1403,2020-12-29,MT,30,80516,939,1740,1740,1740,61.7,61.7,61.7,2820,2820,2820,227,227,227,8.05,8.05,8.05,2820,2820,2820,145,145,145,64.73,64.73,64.73,224,224,224
1404,2020-12-29,NE,31,164892,1641,2973,2968,2978,62.22,61.73,62.71,4778,4765,4791,559,558,560,11.9,11.66,12.14,4778,4765,4791,365,365,365,65.77,65.63,65.9,555,555,555
1405,2020-12-29,NV,32,220391,3035,6032,6032,6032,81.51,81.51,81.51,7400,7400,7400,1943,1943,1943,26.89,26.89,26.89,7400,7400,7400,823,823,823,86.27,86.27,86.27,954,954,954
1406,2020-12-29,NH,33,42697,735,1927,1927,1927,69.52,69.52,69.52,2772,2772,2772,309,309,309,11.15,11.15,11.15,2772,2772,2772,179,179,179,63.25,63.25,63.25,283,283,283
1407,2020-12-29,NJ,34,469567,18777,14825,14825,14825,74.76,74.76,74.76,19831,19831,19831,3844,3844,3844,19.38,19.38,19.38,19831,19831,19831,1680,1675,1685,68.97,68.97,68.97,2436,2436,2436
1408,2020-12-29,NM,35,139908,2405,2741,2741,2741,74.2,74.2,74.2,3694,3694,3694,742,736,748,20.08,20.08,20.08,3694,3694,3694,403,403,403,95.95,95.95,95.95,420,420,420
1409,2020-12-29,NY,36,950730,37256,35226,35065,35387,69.72,68.72,70.73,50522,50326,50718,8828,8804,8852,17.47,17.08,17.87,50522,50326,50718,3659,3636,3682,67.03,65.73,68.32,5459,5433,5485
1410,2020-12-29,NC,37,526439,6630,16724,16701,16747,77.95,77.42,78.47,21456,21400,21512,3670,3594,3747,17.21,15.46,18.96,21456,21400,21512,2070,2068,2072,84.01,83.63,84.39,2464,2459,2469
1411,2020-12-29,ND,38,91836,1283,1434,1434,1434,70.47,70.47,70.47,2035,2035,2035,214,214,214,10.52,10.52,10.52,2035,2035,2035,113,113,113,54.59,54.59,54.59,207,207,207
1412,2020-12-29,OH,39,682570,8722,20187,19870,20504,70.76,66.86,74.67,28526,28040,29013,4920,4825,5015,17.25,15.1,19.39,28526,28040,29013,3102,3054,3150,74.6,69.81,79.39,4158,4062,4254
1413,2020-12-29,OK,40,283781,2405,6872,6869,6875,71.47,71.35,71.59,9615,9610,9620,1990,1990,1990,21.04,21.04,21.04,9615,9610,9620,963,963,963,89.08,89.08,89.08,1081,1081,1081
1414,2020-12-29,OR,41,111258,1457,4661,4661,4661,70.78,70.78,70.78,6585,6585,6585,626,626,626,9.51,9.51,9.51,6585,6585,6585,532,531,534,67.41,67.41,67.41,790,790,790
1415,2020-12-29,PA,42,628083,15389,25094,25094,25094,78.32,78.32,78.32,32042,32042,32042,6775,6775,6775,21.38,21.38,21.38,32042,32042,32042,3238,3238,3238,82.48,82.48,82.48,3926,3926,3926
1416,2020-12-29,RI,44,86789,1760,2109,2109,2109,90.83,90.83,90.83,2322,2322,2322,489,489,489,21.06,21.06,21.06,2322,2322,2322,146,146,146,87.95,87.95,87.95,166,166,166
1417,2020-12-29,SC,45,300602,5198,8128,7983,8272,84.14,79.58,88.7,9660,9492,9827,1916,1877,1955,19.84,17.44,22.23,9660,9492,9827,1055,1037,1073,83.37,78.94,87.79,1266,1244,1287
1418,2020-12-29,SD,46,98158,1446,1371,1365,1377,58.25,58.25,58.25,2354,2354,2354,283,283,283,12.02,12.02,12.02,2354,2354,2354,147,147,147,62.29,62.29,62.29,236,236,236
1419,2020-12-29,TN,47,557554,6647,12281,12281,12281,74.46,74.46,74.46,16493,16493,16493,3313,3313,3313,20.7,20.7,20.7,16493,16493,16493,1858,1858,1858,86.74,86.74,86.74,2142,2142,2142
1420,2020-12-29,TX,48,1735809,27499,45417,45385,45448,73.85,73.7,74.0,61498,61466,61529,12502,12488,12516,20.39,20.28,20.5,61498,61466,61529,6834,6792,6876,90.99,89.39,92.58,7511,7469,7553
1421,2020-12-29,UT,49,269326,1238,2870,2861,2879,54.7,54.14,55.26,5247,5237,5257,545,544,546,10.39,10.25,10.53,5247,5237,5257,393,393,393,62.88,62.88,62.88,625,625,625
1422,2020-12-29,VT,50,7202,130,722,722,722,61.45,61.45,61.45,1175,1175,1175,36,36,36,3.06,3.06,3.06,1175,1175,1175,61,61,61,59.22,59.22,59.22,103,103,103
1423,2020-12-29,VA,51,340297,4920,11863,11652,12074,72.22,67.42,77.01,16427,16067,16787,2583,2546,2620,15.72,13.65,17.8,16427,16067,16787,1440,1418,1462,73.79,69.89,77.69,1952,1918,1985
1424,2020-12-29,WA,53,245692,3433,8415,8410,8420,68.2,68.05,68.35,12339,12331,12347,1127,1126,1128,9.13,9.07,9.19,12339,12331,12347,960,959,961,72.13,71.73,72.52,1331,1328,1334
1425,2020-12-29,WV,54,82773,1284,3842,3842,3842,75.79,75.79,75.79,5069,5069,5069,875,875,875,17.26,17.26,17.26,5069,5069,5069,517,517,517,85.03,85.03,85.03,608,608,608
1426,2020-12-29,WI,55,513056,5157,7720,7661,7780,61.71,60.49,62.94,12510,12499,12521,1217,1213,1221,9.94,9.74,10.15,12510,12499,12521,948,942,954,58.55,57.57,59.54,1619,1619,1619
1427,2020-12-29,WY,56,43923,405,595,595,595,41.81,41.81,41.81,1423,1423,1423,128,122,135,9.11,9.11,9.11,1423,1423,1423,52,52,52,40.94,40.94,40.94,127,127,127
1428,2020-12-30,AL,1,356820,4774,11070,11070,11070,78.33,78.33,78.33,14133,14133,14133,2922,2922,2922,20.68,20.68,20.68,14133,14133,14133,1362,1362,1362,93.42,93.42,93.42,1458,1458,1458
1429,2020-12-30,AK,2,46241,195,804,804,804,55.72,55.72,55.72,1443,1443,1443,72,72,72,4.99,4.99,4.99,1443,1443,1443,82,82,82,64.57,64.57,64.57,127,127,127
1430,2020-12-30,AZ,4,515366,8726,11352,11346,11358,79.9,79.75,80.04,14208,14199,14217,4538,4538,4538,31.99,31.99,31.99,14208,14199,14217,1640,1640,1640,76.39,76.39,76.39,2147,2147,2147
1431,2020-12-30,AR,5,222430,3637,5683,5613,5753,74.95,72.83,77.08,7582,7578,7586,1183,1183,1183,15.6,15.6,15.6,7582,7578,7586,775,775,775,75.24,75.24,75.24,1030,1030,1030
